Completion Note,Keywords for 1,Keywords for 2,Keywords for 3
"Oven: 2007213090178, Left
Cook Count: 192785
Voltage: 208V
Mag Amps: 
Left: 8.4A
Right: 8.5A
Heater Amps: 11.1A
 
Issue: Door open error 
 
Resolution: Found a bad SW3 and blown F2 20A fuse.

Replaced and adjusted all three switches & F2 20A fuse, ran recommission tests, all passed.

Oven operating nominally.","['20a', 'f2', '111a', '192785voltage', '2007213090178', '208vmag', '84aright', '85aheater', 'adjust', 'amp', 'amps', 'bad', 'blow', 'count', 'door', 'error', 'fuse', 'fusereplace', 'issue', 'leave', 'leftcook', 'nominally', 'open', 'operate', 'oven', 'passedoven', 'recommission', 'resolution', 'run', 'sw3', 'switch', 'test']","['111a issue', '192785voltage 208vmag', '2007213090178 leftcook', '208vmag amp', '20a fuse', '20a fusereplace', '84aright 85aheater', '85aheater amps', 'adjust switch', 'amp leave', 'amps 111a', 'bad sw3', 'blow f2', 'count 192785voltage', 'door open', 'error resolution', 'f2 20a', 'fuse run', 'fusereplace adjust', 'issue door', 'leave 84aright', 'leftcook count', 'open error', 'operate nominally', 'oven 2007213090178', 'passedoven operate', 'recommission test', 'resolution bad', 'run recommission', 'sw3 blow', 'switch f2', 'test passedoven']","['111a issue door', '192785voltage 208vmag amp', '2007213090178 leftcook count', '208vmag amp leave', '20a fuse run', '20a fusereplace adjust', '84aright 85aheater amps', '85aheater amps 111a', 'adjust switch f2', 'amp leave 84aright', 'amps 111a issue', 'bad sw3 blow', 'blow f2 20a', 'count 192785voltage 208vmag', 'door open error', 'error resolution bad', 'f2 20a fuse', 'f2 20a fusereplace', 'fuse run recommission', 'fusereplace adjust switch', 'issue door open', 'leave 84aright 85aheater', 'leftcook count 192785voltage', 'open error resolution', 'oven 2007213090178 leftcook', 'passedoven operate nominally', 'recommission test passedoven', 'resolution bad sw3', 'run recommission test', 'sw3 blow f2', 'switch f2 20a', 'test passedoven operate']"
"Oven: 2007213090178, Left
Cook Count: 192785
Voltage: 208V
Mag Amps: 
Left: 8.4A
Right: 8.5A
Heater Amps: 11.1A
 
Issue: Door open error 
 
Resolution: Found a bad SW3 and blown F2 20A fuse.

Replaced and adjusted all three switches & F2 20A fuse, ran recommission tests, all passed.

Oven operating nominally.","['20a', 'f2', '111a', '192785voltage', '2007213090178', '208vmag', '84aright', '85aheater', 'adjust', 'amp', 'amps', 'bad', 'blow', 'count', 'door', 'error', 'fuse', 'fusereplace', 'issue', 'leave', 'leftcook', 'nominally', 'open', 'operate', 'oven', 'passedoven', 'recommission', 'resolution', 'run', 'sw3', 'switch', 'test']","['111a issue', '192785voltage 208vmag', '2007213090178 leftcook', '208vmag amp', '20a fuse', '20a fusereplace', '84aright 85aheater', '85aheater amps', 'adjust switch', 'amp leave', 'amps 111a', 'bad sw3', 'blow f2', 'count 192785voltage', 'door open', 'error resolution', 'f2 20a', 'fuse run', 'fusereplace adjust', 'issue door', 'leave 84aright', 'leftcook count', 'open error', 'operate nominally', 'oven 2007213090178', 'passedoven operate', 'recommission test', 'resolution bad', 'run recommission', 'sw3 blow', 'switch f2', 'test passedoven']","['111a issue door', '192785voltage 208vmag amp', '2007213090178 leftcook count', '208vmag amp leave', '20a fuse run', '20a fusereplace adjust', '84aright 85aheater amps', '85aheater amps 111a', 'adjust switch f2', 'amp leave 84aright', 'amps 111a issue', 'bad sw3 blow', 'blow f2 20a', 'count 192785voltage 208vmag', 'door open error', 'error resolution bad', 'f2 20a fuse', 'f2 20a fusereplace', 'fuse run recommission', 'fusereplace adjust switch', 'issue door open', 'leave 84aright 85aheater', 'leftcook count 192785voltage', 'open error resolution', 'oven 2007213090178 leftcook', 'passedoven operate nominally', 'recommission test passedoven', 'resolution bad sw3', 'run recommission test', 'sw3 blow f2', 'switch f2 20a', 'test passedoven operate']"
"Oven: 2007213090178, Left
Cook Count: 199964
Voltage: 208V
Mag Amps: 
Left: 7.8A
Right: 8.0A
Heater Amps: 10.9A
 
Issue: Door open error
 
Resolution: Oven in use when I arrived, found that SW3 needed adjusting.
Adjusted SW3, ran recommission tests, all passed.

Oven operating nominally.","['amps', 'oven', 'sw3', '109a', '199964voltage', '2007213090178', '208vmag', '78aright', '80aheater', 'adjustingadjusted', 'arrive', 'count', 'door', 'error', 'issue', 'leave', 'leftcook', 'need', 'nominally', 'open', 'operate', 'passedoven', 'recommission', 'resolution', 'run', 'test', 'use']","['109a issue', '199964voltage 208vmag', '2007213090178 leftcook', '208vmag amps', '78aright 80aheater', '80aheater amps', 'adjustingadjusted sw3', 'amps 109a', 'amps leave', 'arrive sw3', 'count 199964voltage', 'door open', 'error resolution', 'issue door', 'leave 78aright', 'leftcook count', 'need adjustingadjusted', 'open error', 'operate nominally', 'oven 2007213090178', 'oven use', 'passedoven operate', 'recommission test', 'resolution oven', 'run recommission', 'sw3 need', 'sw3 run', 'test passedoven', 'use arrive']","['109a issue door', '199964voltage 208vmag amps', '2007213090178 leftcook count', '208vmag amps leave', '78aright 80aheater amps', '80aheater amps 109a', 'adjustingadjusted sw3 run', 'amps 109a issue', 'amps leave 78aright', 'arrive sw3 need', 'count 199964voltage 208vmag', 'door open error', 'error resolution oven', 'issue door open', 'leave 78aright 80aheater', 'leftcook count 199964voltage', 'need adjustingadjusted sw3', 'open error resolution', 'oven 2007213090178 leftcook', 'oven use arrive', 'passedoven operate nominally', 'recommission test passedoven', 'resolution oven use', 'run recommission test', 'sw3 need adjustingadjusted', 'sw3 run recommission', 'test passedoven operate', 'use arrive sw3']"
"Found door skin bolts loose making contact with filter guard. 
Tightened and adjusted door. Tested unit: working within manufacture specifications","['door', 'adjust', 'bolt', 'contact', 'filter', 'guard', 'loose', 'make', 'manufacture', 'skin', 'specification', 'tighten', 'unit', 'work']","['adjust door', 'bolt loose', 'contact filter', 'door skin', 'door unit', 'filter guard', 'guard tighten', 'loose make', 'make contact', 'manufacture specification', 'skin bolt', 'tighten adjust', 'unit work', 'work manufacture']","['adjust door unit', 'bolt loose make', 'contact filter guard', 'door skin bolt', 'door unit work', 'filter guard tighten', 'guard tighten adjust', 'loose make contact', 'make contact filter', 'skin bolt loose', 'tighten adjust door', 'unit work manufacture', 'work manufacture specification']"
"Oven: 2007213090178
Cook Count: 252246
Voltage: 208V
Mag Amps: 
Left: 8.4A
Right: 8.2A
Heater Amps: 11.1A
 
Issue: Door open error 
 
Resolution: Oven in use when I arrived, found worn out hinges.
Replaced both hinges & replaced and adjusted all three switches, cleaned air filter, ran recommission tests, all passed.

Oven operating nominally","['oven', '111a', '2007213090178cook', '208vmag', '252246voltage', '82aheater', '84aright', 'adjust', 'air', 'amp', 'amps', 'arrive', 'clean', 'count', 'door', 'error', 'filter', 'hinge', 'hingesreplace', 'issue', 'leave', 'nominally', 'open', 'operate', 'passedoven', 'recommission', 'replace', 'resolution', 'run', 'switch', 'test', 'use', 'worn']","['111a issue', '2007213090178cook count', '208vmag amp', '252246voltage 208vmag', '82aheater amps', '84aright 82aheater', 'adjust switch', 'air filter', 'amp leave', 'amps 111a', 'arrive worn', 'clean air', 'count 252246voltage', 'door open', 'error resolution', 'filter run', 'hinge replace', 'hingesreplace hinge', 'issue door', 'leave 84aright', 'open error', 'operate nominally', 'oven 2007213090178cook', 'oven use', 'passedoven operate', 'recommission test', 'replace adjust', 'resolution oven', 'run recommission', 'switch clean', 'test passedoven', 'use arrive', 'worn hingesreplace']","['111a issue door', '2007213090178cook count 252246voltage', '208vmag amp leave', '252246voltage 208vmag amp', '82aheater amps 111a', '84aright 82aheater amps', 'adjust switch clean', 'air filter run', 'amp leave 84aright', 'amps 111a issue', 'arrive worn hingesreplace', 'clean air filter', 'count 252246voltage 208vmag', 'door open error', 'error resolution oven', 'filter run recommission', 'hinge replace adjust', 'hingesreplace hinge replace', 'issue door open', 'leave 84aright 82aheater', 'open error resolution', 'oven 2007213090178cook count', 'oven use arrive', 'passedoven operate nominally', 'recommission test passedoven', 'replace adjust switch', 'resolution oven use', 'run recommission test', 'switch clean air', 'test passedoven operate', 'use arrive worn', 'worn hingesreplace hinge']"
"Oven: 2007213090178
Cook Count: 252246
Voltage: 208V
Mag Amps: 
Left: 8.4A
Right: 8.2A
Heater Amps: 11.1A
 
Issue: Door open error 
 
Resolution: Oven in use when I arrived, found worn out hinges.
Replaced both hinges & replaced and adjusted all three switches, cleaned air filter, ran recommission tests, all passed.

Oven operating nominally","['oven', '111a', '2007213090178cook', '208vmag', '252246voltage', '82aheater', '84aright', 'adjust', 'air', 'amp', 'amps', 'arrive', 'clean', 'count', 'door', 'error', 'filter', 'hinge', 'hingesreplace', 'issue', 'leave', 'nominally', 'open', 'operate', 'passedoven', 'recommission', 'replace', 'resolution', 'run', 'switch', 'test', 'use', 'worn']","['111a issue', '2007213090178cook count', '208vmag amp', '252246voltage 208vmag', '82aheater amps', '84aright 82aheater', 'adjust switch', 'air filter', 'amp leave', 'amps 111a', 'arrive worn', 'clean air', 'count 252246voltage', 'door open', 'error resolution', 'filter run', 'hinge replace', 'hingesreplace hinge', 'issue door', 'leave 84aright', 'open error', 'operate nominally', 'oven 2007213090178cook', 'oven use', 'passedoven operate', 'recommission test', 'replace adjust', 'resolution oven', 'run recommission', 'switch clean', 'test passedoven', 'use arrive', 'worn hingesreplace']","['111a issue door', '2007213090178cook count 252246voltage', '208vmag amp leave', '252246voltage 208vmag amp', '82aheater amps 111a', '84aright 82aheater amps', 'adjust switch clean', 'air filter run', 'amp leave 84aright', 'amps 111a issue', 'arrive worn hingesreplace', 'clean air filter', 'count 252246voltage 208vmag', 'door open error', 'error resolution oven', 'filter run recommission', 'hinge replace adjust', 'hingesreplace hinge replace', 'issue door open', 'leave 84aright 82aheater', 'open error resolution', 'oven 2007213090178cook count', 'oven use arrive', 'passedoven operate nominally', 'recommission test passedoven', 'replace adjust switch', 'resolution oven use', 'run recommission test', 'switch clean air', 'test passedoven operate', 'use arrive worn', 'worn hingesreplace hinge']"
"Oven: 2007213090178
Cook Count: 252246
Voltage: 208V
Mag Amps: 
Left: 8.4A
Right: 8.2A
Heater Amps: 11.1A
 
Issue: Door open error 
 
Resolution: Oven in use when I arrived, found worn out hinges.
Replaced both hinges & replaced and adjusted all three switches, cleaned air filter, ran recommission tests, all passed.

Oven operating nominally","['oven', '111a', '2007213090178cook', '208vmag', '252246voltage', '82aheater', '84aright', 'adjust', 'air', 'amp', 'amps', 'arrive', 'clean', 'count', 'door', 'error', 'filter', 'hinge', 'hingesreplace', 'issue', 'leave', 'nominally', 'open', 'operate', 'passedoven', 'recommission', 'replace', 'resolution', 'run', 'switch', 'test', 'use', 'worn']","['111a issue', '2007213090178cook count', '208vmag amp', '252246voltage 208vmag', '82aheater amps', '84aright 82aheater', 'adjust switch', 'air filter', 'amp leave', 'amps 111a', 'arrive worn', 'clean air', 'count 252246voltage', 'door open', 'error resolution', 'filter run', 'hinge replace', 'hingesreplace hinge', 'issue door', 'leave 84aright', 'open error', 'operate nominally', 'oven 2007213090178cook', 'oven use', 'passedoven operate', 'recommission test', 'replace adjust', 'resolution oven', 'run recommission', 'switch clean', 'test passedoven', 'use arrive', 'worn hingesreplace']","['111a issue door', '2007213090178cook count 252246voltage', '208vmag amp leave', '252246voltage 208vmag amp', '82aheater amps 111a', '84aright 82aheater amps', 'adjust switch clean', 'air filter run', 'amp leave 84aright', 'amps 111a issue', 'arrive worn hingesreplace', 'clean air filter', 'count 252246voltage 208vmag', 'door open error', 'error resolution oven', 'filter run recommission', 'hinge replace adjust', 'hingesreplace hinge replace', 'issue door open', 'leave 84aright 82aheater', 'open error resolution', 'oven 2007213090178cook count', 'oven use arrive', 'passedoven operate nominally', 'recommission test passedoven', 'replace adjust switch', 'resolution oven use', 'run recommission test', 'switch clean air', 'test passedoven operate', 'use arrive worn', 'worn hingesreplace hinge']"
"Called spoke Steph, oven reading constant key press detected. Had her power cycle the oven, this fixed the issue.

Closed with FCC at 1105PST","['oven', '1105pst', 'constant', 'cycle', 'detect', 'fcc', 'fix', 'issueclose', 'key', 'power', 'press', 'read', 'speak', 'steph']","['constant key', 'cycle oven', 'detect power', 'fcc 1105pst', 'fix issueclose', 'issueclose fcc', 'key press', 'oven fix', 'oven read', 'power cycle', 'press detect', 'read constant', 'speak steph', 'steph oven']","['constant key press', 'cycle oven fix', 'detect power cycle', 'fix issueclose fcc', 'issueclose fcc 1105pst', 'key press detect', 'oven fix issueclose', 'oven read constant', 'power cycle oven', 'press detect power', 'read constant key', 'speak steph oven', 'steph oven read']"
Phone assist / resolved,"['assist', 'phone', 'resolve']","['assist resolve', 'phone assist']",['phone assist resolve']
"Trip 1 (Ernie):

Oven: 2007213090178 - Left
CC: 261,025

Issue : Display reads e101 mag failure 
Resolution: found both left and right magnetrons damaged from arcing, waveguides also damaged 

Need to source PSR141 stirrers

Trip 2 (Bruce):

Replaced both wave guides, magnetrons, stirrer blades, partition plate and right diode, ran recommission tests, all passed.

Voltage:208
Mags:
Left: 8.6A
Right: 8.8A
Heater: 11.0A

Oven operating nominally.","['damage', 'magnetron', 'right', '110aoven', '2007213090178', '261025issue', '86aright', '88aheater', 'arc', 'blade', 'brucereplaced', 'diode', 'display', 'e101', 'ernieoven', 'failure', 'guide', 'leave', 'leftcc', 'mag', 'need', 'nominally', 'operate', 'partition', 'passedvoltage208magsleft', 'plate', 'psr141', 'read', 'recommission', 'resolution', 'run', 'source', 'stirrer', 'stirrerstrip', 'test', 'trip', 'wave', 'waveguide']","['110aoven operate', '2007213090178 leftcc', '261025issue display', '86aright 88aheater', '88aheater 110aoven', 'arc waveguide', 'blade partition', 'brucereplaced wave', 'damage arc', 'damage need', 'diode run', 'display read', 'e101 mag', 'ernieoven 2007213090178', 'failure resolution', 'guide magnetron', 'leave right', 'leftcc 261025issue', 'mag failure', 'magnetron damage', 'magnetron stirrer', 'need source', 'operate nominally', 'partition plate', 'passedvoltage208magsleft 86aright', 'plate right', 'psr141 stirrerstrip', 'read e101', 'recommission test', 'resolution leave', 'right diode', 'right magnetron', 'run recommission', 'source psr141', 'stirrer blade', 'stirrerstrip brucereplaced', 'test passedvoltage208magsleft', 'trip ernieoven', 'wave guide', 'waveguide damage']","['110aoven operate nominally', '2007213090178 leftcc 261025issue', '261025issue display read', '86aright 88aheater 110aoven', '88aheater 110aoven operate', 'arc waveguide damage', 'blade partition plate', 'brucereplaced wave guide', 'damage arc waveguide', 'damage need source', 'diode run recommission', 'display read e101', 'e101 mag failure', 'ernieoven 2007213090178 leftcc', 'failure resolution leave', 'guide magnetron stirrer', 'leave right magnetron', 'leftcc 261025issue display', 'mag failure resolution', 'magnetron damage arc', 'magnetron stirrer blade', 'need source psr141', 'partition plate right', 'passedvoltage208magsleft 86aright 88aheater', 'plate right diode', 'psr141 stirrerstrip brucereplaced', 'read e101 mag', 'recommission test passedvoltage208magsleft', 'resolution leave right', 'right diode run', 'right magnetron damage', 'run recommission test', 'source psr141 stirrerstrip', 'stirrer blade partition', 'stirrerstrip brucereplaced wave', 'test passedvoltage208magsleft 86aright', 'trip ernieoven 2007213090178', 'wave guide magnetron', 'waveguide damage need']"
